user_id,product_id,action,timestamp
user_004,P087,view,2023-01-13 04:39:48
user_004,P001,view,2023-01-13 04:43:37
user_004,P053,view,2023-01-13 04:45:51
user_004,P068,view,2023-01-13 04:52:51
user_004,P017,click,2023-01-13 04:55:59
user_004,P069,view,2023-01-13 05:00:43
user_005,P073,view,2023-01-16 23:32:00
user_005,P080,view,2023-01-16 23:37:30
user_005,P090,view,2023-01-16 23:44:17
user_005,P020,view,2023-01-16 23:46:48
user_005,P033,view,2023-01-16 23:55:01
user_005,P082,click,2023-01-17 00:04:16
user_005,P050,add_to_cart,2023-01-17 00:12:13
user_005,P099,view,2023-01-17 00:17:15
user_005,P090,add_to_cart,2023-01-17 00:19:43
user_005,P002,add_to_cart,2023-01-17 00:29:19
user_005,P012,view,2023-01-17 00:33:37
user_005,P009,view,2023-01-17 00:36:21
user_005,P003,click,2023-01-17 00:39:53
user_005,P033,view,2023-01-17 00:40:51
user_005,P072,click,2023-01-17 00:50:42
user_005,P084,view,2023-01-17 00:52:30
user_005,P089,view,2023-01-17 00:54:26
user_005,P066,view,2023-01-17 01:00:08
user_006,P048,click,2023-01-01 21:20:00
user_006,P007,click,2023-01-01 21:26:36
user_006,P048,view,2023-01-01 21:27:13
user_006,P022,view,2023-01-01 21:35:07
user_006,P051,click,2023-01-01 21:35:49
user_006,P027,click,2023-01-01 21:40:36
user_006,P064,click,2023-01-01 21:45:24
user_006,P035,click,2023-01-01 21:54:04
user_006,P017,add_to_cart,2023-01-01 22:02:40
user_006,P093,view,2023-01-01 22:05:22
user_006,P099,click,2023-01-01 22:14:04
user_007,P099,add_to_cart,2023-01-15 04:30:00
user_007,P063,view,2023-01-15 04:32:00
user_007,P067,view,2023-01-15 04:34:45
user_007,P058,add_to_cart,2023-01-15 04:44:15
user_007,P047,add_to_cart,2023-01-15 04:49:07
user_007,P002,view,2023-01-15 04:51:46
user_007,P033,view,2023-01-15 04:53:34
user_007,P048,view,2023-01-15 04:57:44
user_007,P099,view,2023-01-15 05:06:46
user_007,P013,view,2023-01-15 05:13:38
user_007,P045,view,2023-01-15 05:14:18
user_007,P016,view,2023-01-15 05:22:54
user_007,P015,view,2023-01-15 05:30:49
user_007,P025,view,2023-01-15 05:31:44
user_007,P022,view,2023-01-15 05:34:58
user_007,P049,view,2023-01-15 05:40:44
user_007,P060,view,2023-01-15 05:41:42
user_007,P053,view,2023-01-15 05:46:10
user_007,P068,click,2023-01-15 05:46:19
user_007,P047,view,2023-01-15 05:52:13
user_007,P030,view,2023-01-15 05:56:46
user_007,P063,view,2023-01-15 05:58:50
user_007,P055,view,2023-01-15 05:59:52
user_007,P062,click,2023-01-15 06:07:50
user_008,P001,view,2023-01-21 08:57:00
user_008,P048,view,2023-01-21 08:58:40
user_008,P001,add_to_cart,2023-01-21 09:02:41
user_008,P069,view,2023-01-21 09:10:12
user_008,P067,view,2023-01-21 09:14:23
user_008,P086,view,2023-01-21 09:21:42
user_008,P069,view,2023-01-21 09:25:26
user_008,P062,click,2023-01-21 09:27:04
user_008,P016,view,2023-01-21 09:30:32
user_008,P085,view,2023-01-21 09:37:48
user_008,P094,view,2023-01-21 09:42:41
user_008,P069,click,2023-01-21 09:51:27
user_008,P095,view,2023-01-21 09:54:31
user_008,P096,click,2023-01-21 10:01:57
user_008,P004,view,2023-01-21 10:07:26
user_008,P002,view,2023-01-21 10:13:06
user_008,P091,click,2023-01-21 10:15:50
user_008,P033,view,2023-01-21 10:22:14
user_008,P012,view,2023-01-21 10:29:25
user_009,P029,view,2023-01-10 18:43:00
user_009,P002,view,2023-01-10 18:48:06
user_009,P087,view,2023-01-10 18:48:45
user_009,P007,view,2023-01-10 18:55:47
user_009,P075,click,2023-01-10 19:04:12
user_009,P089,click,2023-01-10 19:11:16
user_009,P073,view,2023-01-10 19:17:54
user_009,P036,view,2023-01-10 19:19:37
user_009,P024,click,2023-01-10 19:21:17
user_009,P012,view,2023-01-10 19:21:58
user_009,P023,click,2023-01-10 19:30:47
user_009,P062,view,2023-01-10 19:35:24
user_009,P013,click,2023-01-10 19:41:10
user_009,P100,view,2023-01-10 19:44:11
user_009,P019,view,2023-01-10 19:48:08
user_010,P016,view,2023-01-21 02:57:00
user_010,P012,view,2023-01-21 02:58:43
user_010,P100,add_to_cart,2023-01-21 03:06:36
user_010,P057,view,2023-01-21 03:09:04
user_010,P058,view,2023-01-21 03:09:50
user_010,P005,click,2023-01-21 03:13:37
user_010,P075,view,2023-01-21 03:17:36
user_010,P009,click,2023-01-21 03:27:28
user_010,P017,view,2023-01-21 03:35:44
user_010,P046,click,2023-01-21 03:44:27
user_010,P009,click,2023-01-21 03:47:21
user_010,P005,view,2023-01-21 03:50:39
user_010,P083,view,2023-01-21 03:57:45
user_010,P065,click,2023-01-21 04:03:54
user_010,P071,add_to_cart,2023-01-21 04:12:29
user_010,P036,view,2023-01-21 04:14:45
user_010,P019,click,2023-01-21 04:21:44
user_010,P039,view,2023-01-21 04:24:50
user_010,P039,view,2023-01-21 04:33:45
user_010,P013,view,2023-01-21 04:36:42
user_010,P020,view,2023-01-21 04:37:44
user_011,P092,add_to_cart,2023-01-01 10:12:00
user_011,P025,click,2023-01-01 10:15:15
user_011,P006,click,2023-01-01 10:17:16
user_011,P061,view,2023-01-01 10:20:13
user_011,P085,add_to_cart,2023-01-01 10:21:37
user_011,P036,view,2023-01-01 10:25:30
user_011,P057,view,2023-01-01 10:34:26
user_011,P049,view,2023-01-01 10:38:23
user_011,P001,view,2023-01-01 10:45:22
user_011,P016,click,2023-01-01 10:49:45
user_011,P074,add_to_cart,2023-01-01 10:50:01
user_011,P076,view,2023-01-01 10:56:03
user_011,P008,view,2023-01-01 11:02:20
user_011,P008,view,2023-01-01 11:03:54
user_012,P063,view,2023-01-09 11:26:00
user_012,P092,view,2023-01-09 11:33:45
user_012,P035,click,2023-01-09 11:43:07
user_012,P069,view,2023-01-09 11:53:05
user_012,P010,add_to_cart,2023-01-09 12:00:39
user_012,P005,view,2023-01-09 12:04:45
user_012,P065,view,2023-01-09 12:11:03
user_012,P049,view,2023-01-09 12:15:06
user_012,P063,view,2023-01-09 12:19:52
user_012,P033,view,2023-01-09 12:27:37
user_012,P001,view,2023-01-09 12:29:20
user_012,P092,click,2023-01-09 12:38:02
user_013,P074,view,2023-01-21 12:09:00
user_013,P078,view,2023-01-21 12:10:29
user_013,P051,view,2023-01-21 12:10:34
user_013,P065,view,2023-01-21 12:18:04
user_013,P092,view,2023-01-21 12:18:42
user_013,P026,view,2023-01-21 12:27:57
user_013,P003,view,2023-01-21 12:35:19
user_013,P065,view,2023-01-21 12:39:51
user_013,P094,click,2023-01-21 12:46:24
user_013,P047,view,2023-01-21 12:53:09
user_013,P085,view,2023-01-21 12:57:02
user_013,P051,add_to_cart,2023-01-21 12:58:21
user_014,P051,add_to_cart,2023-01-18 22:26:00
user_014,P038,view,2023-01-18 22:31:12
user_014,P030,view,2023-01-18 22:36:51
user_014,P081,add_to_cart,2023-01-18 22:46:18
user_014,P056,click,2023-01-18 22:48:40
user_014,P084,view,2023-01-18 22:57:12
user_014,P006,view,2023-01-18 23:06:22
user_014,P043,view,2023-01-18 23:09:51
user_014,P023,view,2023-01-18 23:11:46
user_015,P004,view,2023-01-22 23:07:00
user_015,P067,click,2023-01-22 23:11:45
user_015,P032,view,2023-01-22 23:13:22
user_015,P019,click,2023-01-22 23:14:17
user_015,P092,view,2023-01-22 23:22:07
user_015,P021,view,2023-01-22 23:31:05
user_015,P012,view,2023-01-22 23:35:02
user_015,P049,view,2023-01-22 23:44:12
user_015,P026,click,2023-01-22 23:45:29
user_015,P086,view,2023-01-22 23:47:34
user_015,P063,view,2023-01-22 23:53:28
user_015,P026,click,2023-01-22 23:59:09
user_015,P099,view,2023-01-22 23:59:21
user_015,P056,view,2023-01-23 00:04:28
user_015,P028,view,2023-01-23 00:12:26
user_015,P002,click,2023-01-23 00:16:06
user_015,P059,view,2023-01-23 00:24:56
user_015,P003,click,2023-01-23 00:25:07
user_016,P038,view,2023-01-28 20:17:00
user_016,P064,view,2023-01-28 20:17:19
user_016,P028,view,2023-01-28 20:25:28
user_016,P086,view,2023-01-28 20:30:05
user_016,P017,view,2023-01-28 20:39:06
user_016,P068,view,2023-01-28 20:39:35
user_016,P018,view,2023-01-28 20:43:32
user_016,P086,view,2023-01-28 20:45:27
user_016,P083,view,2023-01-28 20:51:40
user_016,P052,view,2023-01-28 21:00:22
user_016,P056,view,2023-01-28 21:07:49
user_016,P033,view,2023-01-28 21:14:10
user_016,P070,view,2023-01-28 21:18:51
user_016,P094,view,2023-01-28 21:27:31
user_016,P095,view,2023-01-28 21:33:25
user_016,P003,view,2023-01-28 21:35:46
user_016,P036,add_to_cart,2023-01-28 21:36:30
user_016,P066,view,2023-01-28 21:36:40
user_016,P004,view,2023-01-28 21:37:59
user_016,P094,view,2023-01-28 21:40:01
user_016,P057,click,2023-01-28 21:49:39
user_016,P026,view,2023-01-28 21:56:15
user_017,P019,view,2023-01-07 05:03:00
user_017,P012,view,2023-01-07 05:11:56
user_017,P014,view,2023-01-07 05:13:30
user_017,P100,view,2023-01-07 05:15:53
user_017,P033,view,2023-01-07 05:20:16
user_017,P005,view,2023-01-07 05:20:30
user_017,P002,view,2023-01-07 05:23:26
user_017,P063,view,2023-01-07 05:28:51
user_017,P035,view,2023-01-07 05:38:05
user_017,P062,click,2023-01-07 05:47:50
user_017,P075,add_to_cart,2023-01-07 05:53:28
user_017,P099,view,2023-01-07 06:03:20
user_018,P014,click,2023-01-11 16:36:00
user_018,P085,view,2023-01-11 16:40:55
user_018,P078,view,2023-01-11 16:47:18
user_018,P089,click,2023-01-11 16:49:34
user_018,P018,click,2023-01-11 16:51:07
user_018,P014,click,2023-01-11 16:56:06
user_018,P097,click,2023-01-11 17:03:12
user_018,P097,view,2023-01-11 17:05:39
user_018,P066,view,2023-01-11 17:09:28
user_018,P051,view,2023-01-11 17:11:16
user_018,P006,view,2023-01-11 17:14:38
user_018,P072,view,2023-01-11 17:17:41
user_018,P015,click,2023-01-11 17:26:05
user_018,P094,click,2023-01-11 17:30:58
user_018,P029,view,2023-01-11 17:38:02
user_019,P068,view,2023-01-28 06:32:00
user_019,P005,click,2023-01-28 06:40:46
user_019,P038,view,2023-01-28 06:42:48
user_019,P088,view,2023-01-28 06:46:40
user_019,P029,view,2023-01-28 06:46:59
user_019,P047,view,2023-01-28 06:49:40
user_019,P027,view,2023-01-28 06:51:54
user_019,P026,view,2023-01-28 06:56:50
user_019,P020,view,2023-01-28 06:58:03
user_019,P006,view,2023-01-28 07:07:17
user_019,P046,view,2023-01-28 07:13:07
user_019,P013,view,2023-01-28 07:16:49
user_020,P043,add_to_cart,2023-01-15 15:59:00
user_020,P068,click,2023-01-15 16:05:00
user_020,P092,view,2023-01-15 16:07:11
user_020,P029,view,2023-01-15 16:08:06
user_020,P086,add_to_cart,2023-01-15 16:13:07
user_020,P090,click,2023-01-15 16:19:56
user_020,P087,add_to_cart,2023-01-15 16:23:02
user_020,P040,view,2023-01-15 16:32:33
user_021,P052,click,2023-01-21 16:09:00
user_021,P025,click,2023-01-21 16:18:39
user_021,P007,view,2023-01-21 16:25:09
user_021,P091,view,2023-01-21 16:32:11
user_021,P054,view,2023-01-21 16:35:14
user_021,P070,view,2023-01-21 16:38:18
user_021,P049,click,2023-01-21 16:41:03
user_021,P085,view,2023-01-21 16:43:43
user_021,P049,view,2023-01-21 16:45:11
user_021,P092,view,2023-01-21 16:50:57
user_021,P049,view,2023-01-21 16:57:01
user_021,P094,click,2023-01-21 16:59:26
user_021,P032,view,2023-01-21 17:04:48
user_021,P045,view,2023-01-21 17:09:57
user_021,P040,view,2023-01-21 17:12:25
user_021,P047,view,2023-01-21 17:22:19
user_022,P063,view,2023-01-18 13:50:00
user_022,P029,view,2023-01-18 13:54:28
user_022,P083,view,2023-01-18 14:02:10
user_022,P097,view,2023-01-18 14:08:34
user_022,P032,click,2023-01-18 14:16:34
user_022,P008,view,2023-01-18 14:22:27
user_022,P072,view,2023-01-18 14:29:54
user_022,P067,click,2023-01-18 14:33:57
user_022,P034,click,2023-01-18 14:38:25
user_022,P078,view,2023-01-18 14:39:57
user_022,P016,view,2023-01-18 14:48:12
user_022,P054,view,2023-01-18 14:51:01
user_022,P074,view,2023-01-18 14:51:12
user_022,P085,view,2023-01-18 14:53:47
user_022,P019,view,2023-01-18 15:00:12
user_022,P002,add_to_cart,2023-01-18 15:01:38
user_022,P002,view,2023-01-18 15:10:25
user_022,P012,click,2023-01-18 15:12:28
user_022,P094,view,2023-01-18 15:16:48
user_022,P044,view,2023-01-18 15:17:45
user_022,P086,click,2023-01-18 15:26:15
user_022,P074,view,2023-01-18 15:36:12
user_022,P087,click,2023-01-18 15:37:15
user_022,P081,view,2023-01-18 15:39:14
user_023,P022,click,2023-01-13 14:08:00
user_023,P026,view,2023-01-13 14:08:08
user_023,P098,view,2023-01-13 14:10:01
user_023,P070,add_to_cart,2023-01-13 14:11:20
user_023,P100,view,2023-01-13 14:12:06
user_023,P017,view,2023-01-13 14:12:44
user_023,P076,view,2023-01-13 14:19:06
user_023,P085,view,2023-01-13 14:24:52
user_023,P006,click,2023-01-13 14:29:43
user_024,P010,add_to_cart,2023-01-26 04:06:00
user_024,P062,view,2023-01-26 04:14:00
user_024,P002,view,2023-01-26 04:23:40
user_024,P065,view,2023-01-26 04:29:47
user_024,P026,view,2023-01-26 04:34:43
user_024,P011,view,2023-01-26 04:39:43
user_024,P059,view,2023-01-26 04:41:40
user_024,P054,view,2023-01-26 04:45:31
user_024,P069,view,2023-01-26 04:52:21
user_024,P020,view,2023-01-26 05:01:33
user_024,P081,view,2023-01-26 05:05:41
user_024,P098,view,2023-01-26 05:11:50
user_024,P073,view,2023-01-26 05:19:24
user_024,P001,view,2023-01-26 05:19:45
user_024,P025,view,2023-01-26 05:20:31
user_024,P044,add_to_cart,2023-01-26 05:22:46
user_024,P098,view,2023-01-26 05:24:32
user_024,P059,add_to_cart,2023-01-26 05:25:20
user_024,P074,view,2023-01-26 05:25:41
user_024,P047,view,2023-01-26 05:34:02
user_025,P080,click,2023-01-22 00:22:00
user_025,P082,view,2023-01-22 00:31:01
user_025,P026,view,2023-01-22 00:40:36
user_025,P047,view,2023-01-22 00:49:38
user_025,P071,add_to_cart,2023-01-22 00:49:58
user_025,P007,view,2023-01-22 00:51:28
user_025,P009,view,2023-01-22 01:00:11
user_025,P059,add_to_cart,2023-01-22 01:08:33
user_025,P095,click,2023-01-22 01:18:31
user_025,P059,click,2023-01-22 01:25:17
user_025,P014,view,2023-01-22 01:29:54
user_025,P045,view,2023-01-22 01:33:06
user_025,P040,view,2023-01-22 01:36:01
user_025,P039,view,2023-01-22 01:42:09
user_025,P004,click,2023-01-22 01:50:30
user_026,P042,click,2023-01-01 23:44:00
user_026,P055,view,2023-01-01 23:51:34
user_026,P030,view,2023-01-02 00:00:44
user_026,P018,add_to_cart,2023-01-02 00:03:09
user_026,P046,view,2023-01-02 00:03:52
user_026,P062,view,2023-01-02 00:11:53
user_026,P056,view,2023-01-02 00:16:29
user_026,P010,view,2023-01-02 00:22:50
user_026,P084,click,2023-01-02 00:28:53
user_026,P045,view,2023-01-02 00:29:00
user_026,P018,view,2023-01-02 00:34:28
user_026,P065,add_to_cart,2023-01-02 00:41:44
user_026,P015,view,2023-01-02 00:51:33
user_026,P068,view,2023-01-02 00:57:21
user_026,P043,view,2023-01-02 00:58:26
user_026,P063,add_to_cart,2023-01-02 01:05:50
user_026,P062,view,2023-01-02 01:06:05
user_026,P071,add_to_cart,2023-01-02 01:08:42
user_026,P072,add_to_cart,2023-01-02 01:18:17
user_026,P054,view,2023-01-02 01:27:56
user_026,P074,view,2023-01-02 01:36:13
user_026,P041,view,2023-01-02 01:39:55
user_026,P006,click,2023-01-02 01:44:18
user_026,P047,view,2023-01-02 01:45:16
user_026,P099,view,2023-01-02 01:54:01
user_027,P062,add_to_cart,2023-01-04 01:17:00
user_027,P032,view,2023-01-04 01:17:07
user_027,P089,view,2023-01-04 01:19:11
user_027,P098,view,2023-01-04 01:25:12
user_027,P092,view,2023-01-04 01:30:39
user_027,P025,click,2023-01-04 01:33:58
user_027,P009,view,2023-01-04 01:36:52
user_027,P005,click,2023-01-04 01:45:53
user_027,P088,view,2023-01-04 01:49:43
user_027,P072,view,2023-01-04 01:50:25
user_027,P090,view,2023-01-04 01:53:25
user_027,P060,view,2023-01-04 01:54:06
user_027,P040,click,2023-01-04 02:04:03
user_027,P093,add_to_cart,2023-01-04 02:09:25
user_027,P056,view,2023-01-04 02:14:52
user_027,P091,click,2023-01-04 02:15:36
user_027,P006,view,2023-01-04 02:20:29
user_028,P059,view,2023-01-28 08:58:00
user_028,P045,view,2023-01-28 09:04:07
user_028,P100,view,2023-01-28 09:07:01
user_028,P060,view,2023-01-28 09:14:07
user_028,P058,view,2023-01-28 09:23:28
user_028,P023,view,2023-01-28 09:24:03
user_028,P053,click,2023-01-28 09:30:10
user_028,P100,view,2023-01-28 09:31:36
user_028,P093,view,2023-01-28 09:41:29
user_028,P013,view,2023-01-28 09:45:17
user_028,P017,view,2023-01-28 09:47:14
user_028,P088,click,2023-01-28 09:54:46
user_028,P083,click,2023-01-28 10:00:16
user_028,P096,click,2023-01-28 10:10:06
user_028,P060,view,2023-01-28 10:17:02
user_029,P068,view,2023-01-20 11:49:00
user_029,P012,view,2023-01-20 11:49:21
user_029,P090,view,2023-01-20 11:49:47
user_029,P050,add_to_cart,2023-01-20 11:53:21
user_029,P076,click,2023-01-20 11:58:10
user_029,P052,click,2023-01-20 12:02:01
user_029,P029,view,2023-01-20 12:02:12
user_029,P032,click,2023-01-20 12:03:35
user_029,P087,view,2023-01-20 12:13:09
user_029,P098,add_to_cart,2023-01-20 12:20:23
user_029,P013,click,2023-01-20 12:22:06
user_030,P078,view,2023-01-20 09:46:00
user_030,P027,click,2023-01-20 09:53:43
user_030,P056,view,2023-01-20 10:00:09
user_030,P047,view,2023-01-20 10:00:34
user_030,P006,click,2023-01-20 10:02:02
user_030,P003,view,2023-01-20 10:09:39
user_030,P038,view,2023-01-20 10:19:13
user_030,P064,click,2023-01-20 10:22:00
user_030,P018,click,2023-01-20 10:30:48
user_030,P027,add_to_cart,2023-01-20 10:34:20
user_030,P089,click,2023-01-20 10:41:34
user_030,P008,click,2023-01-20 10:46:47
user_030,P071,view,2023-01-20 10:56:13
user_030,P060,add_to_cart,2023-01-20 11:05:13
user_030,P015,view,2023-01-20 11:14:35
user_030,P071,view,2023-01-20 11:18:05
user_030,P084,view,2023-01-20 11:22:05
user_030,P002,click,2023-01-20 11:30:30
user_031,P018,view,2023-01-17 15:20:00
user_031,P095,click,2023-01-17 15:25:42
user_031,P045,click,2023-01-17 15:25:57
user_031,P041,view,2023-01-17 15:27:43
user_031,P051,view,2023-01-17 15:31:21
user_031,P076,add_to_cart,2023-01-17 15:38:06
user_031,P080,view,2023-01-17 15:45:53
user_031,P020,view,2023-01-17 15:47:29
user_031,P097,view,2023-01-17 15:51:35
user_031,P026,view,2023-01-17 16:01:28
user_031,P038,view,2023-01-17 16:04:46
user_031,P015,view,2023-01-17 16:06:52
user_031,P049,add_to_cart,2023-01-17 16:14:04
user_031,P067,click,2023-01-17 16:19:25
user_031,P006,view,2023-01-17 16:19:38
user_031,P032,view,2023-01-17 16:23:25
user_031,P072,click,2023-01-17 16:27:53
user_031,P084,view,2023-01-17 16:33:15
user_031,P007,view,2023-01-17 16:37:30
user_031,P004,view,2023-01-17 16:41:02
user_032,P075,click,2023-01-09 17:13:00
user_032,P087,view,2023-01-09 17:13:16
user_032,P045,view,2023-01-09 17:22:17
user_032,P055,view,2023-01-09 17:24:48
user_032,P055,view,2023-01-09 17:30:01
user_032,P070,click,2023-01-09 17:39:59
user_032,P096,view,2023-01-09 17:49:12
user_032,P003,view,2023-01-09 17:50:15
user_032,P061,view,2023-01-09 17:50:54
user_032,P097,click,2023-01-09 17:54:25
user_033,P060,view,2023-01-04 19:19:00
user_033,P098,view,2023-01-04 19:26:04
user_033,P079,add_to_cart,2023-01-04 19:35:46
user_033,P042,add_to_cart,2023-01-04 19:40:45
user_033,P012,view,2023-01-04 19:43:55
user_033,P040,click,2023-01-04 19:52:49
user_033,P100,add_to_cart,2023-01-04 20:01:33
user_033,P044,view,2023-01-04 20:06:35
user_033,P037,click,2023-01-04 20:06:41
user_033,P062,view,2023-01-04 20:15:58
user_033,P014,view,2023-01-04 20:22:23
user_033,P002,view,2023-01-04 20:23:51
user_034,P065,click,2023-01-03 12:04:00
user_034,P023,view,2023-01-03 12:09:05
user_034,P010,view,2023-01-03 12:15:44
user_034,P080,view,2023-01-03 12:20:18
user_034,P001,view,2023-01-03 12:26:23
user_034,P057,view,2023-01-03 12:35:00
user_034,P037,view,2023-01-03 12:39:48
user_034,P037,click,2023-01-03 12:43:16
user_034,P056,view,2023-01-03 12:52:36
user_035,P037,add_to_cart,2023-01-14 09:08:00
user_035,P035,view,2023-01-14 09:08:05
user_035,P069,view,2023-01-14 09:09:08
user_035,P012,view,2023-01-14 09:12:38
user_035,P088,view,2023-01-14 09:16:44
user_035,P098,view,2023-01-14 09:18:54
user_035,P039,view,2023-01-14 09:22:03
user_035,P043,view,2023-01-14 09:30:22
user_035,P038,view,2023-01-14 09:37:34
user_035,P045,view,2023-01-14 09:44:02
user_035,P008,add_to_cart,2023-01-14 09:50:21
user_035,P008,view,2023-01-14 09:52:34
user_035,P005,add_to_cart,2023-01-14 09:58:36
user_035,P034,view,2023-01-14 10:01:35
user_035,P090,view,2023-01-14 10:03:38
user_035,P082,view,2023-01-14 10:10:36
user_035,P076,view,2023-01-14 10:15:43
user_035,P046,add_to_cart,2023-01-14 10:21:32
user_035,P019,add_to_cart,2023-01-14 10:21:37
user_035,P048,view,2023-01-14 10:22:34
user_035,P066,add_to_cart,2023-01-14 10:26:18
user_035,P073,click,2023-01-14 10:35:57
user_035,P048,click,2023-01-14 10:37:30
user_035,P031,click,2023-01-14 10:47:23
user_035,P098,view,2023-01-14 10:52:51
user_036,P098,click,2023-01-07 02:05:00
user_036,P083,click,2023-01-07 02:09:43
user_036,P054,view,2023-01-07 02:15:31
user_036,P076,view,2023-01-07 02:16:40
user_036,P021,view,2023-01-07 02:19:07
user_036,P033,view,2023-01-07 02:27:04
user_036,P035,view,2023-01-07 02:35:25
user_036,P099,view,2023-01-07 02:39:56
user_036,P085,click,2023-01-07 02:40:03
user_036,P070,add_to_cart,2023-01-07 02:47:37
user_036,P026,view,2023-01-07 02:51:22
user_037,P044,view,2023-01-16 12:14:00
user_037,P048,view,2023-01-16 12:14:47
user_037,P043,view,2023-01-16 12:23:09
user_037,P080,view,2023-01-16 12:30:00
user_037,P015,view,2023-01-16 12:32:08
user_037,P015,view,2023-01-16 12:33:03
user_037,P086,view,2023-01-16 12:35:28
user_037,P068,view,2023-01-16 12:41:06
user_037,P027,add_to_cart,2023-01-16 12:50:34
user_038,P036,click,2023-01-08 23:41:00
user_038,P049,add_to_cart,2023-01-08 23:41:06
user_038,P089,view,2023-01-08 23:42:40
user_038,P095,click,2023-01-08 23:47:07
user_038,P013,view,2023-01-08 23:47:50
user_038,P042,view,2023-01-08 23:53:06
user_038,P084,view,2023-01-08 23:53:46
user_038,P044,view,2023-01-09 00:00:15
user_038,P047,add_to_cart,2023-01-09 00:06:21
user_038,P021,click,2023-01-09 00:08:23
user_039,P042,add_to_cart,2023-01-15 17:23:00
user_039,P026,view,2023-01-15 17:23:53
user_039,P050,click,2023-01-15 17:33:37
user_039,P039,view,2023-01-15 17:34:41
user_039,P019,view,2023-01-15 17:37:11
user_039,P069,view,2023-01-15 17:44:34
user_039,P098,view,2023-01-15 17:52:41
user_039,P037,view,2023-01-15 17:59:57
user_039,P032,view,2023-01-15 18:07:36
user_039,P077,view,2023-01-15 18:17:30
user_039,P025,add_to_cart,2023-01-15 18:21:48
user_039,P085,view,2023-01-15 18:26:15
user_039,P039,click,2023-01-15 18:35:33
user_039,P024,view,2023-01-15 18:43:16
user_039,P068,click,2023-01-15 18:52:11
user_039,P032,view,2023-01-15 19:01:29
user_040,P003,view,2023-01-05 08:35:00
user_040,P070,view,2023-01-05 08:40:57
user_040,P060,view,2023-01-05 08:50:22
user_040,P044,view,2023-01-05 08:59:03
user_040,P008,click,2023-01-05 09:01:36
user_040,P067,view,2023-01-05 09:11:02
user_040,P058,view,2023-01-05 09:17:27
user_040,P087,view,2023-01-05 09:19:41
user_040,P035,click,2023-01-05 09:23:14
user_040,P008,view,2023-01-05 09:25:14
user_040,P036,add_to_cart,2023-01-05 09:32:40
user_040,P031,click,2023-01-05 09:40:41
user_040,P080,view,2023-01-05 09:45:56
user_040,P016,view,2023-01-05 09:46:55
user_040,P012,add_to_cart,2023-01-05 09:53:39
user_041,P092,add_to_cart,2023-01-30 20:22:00
user_041,P084,add_to_cart,2023-01-30 20:30:41
user_041,P065,click,2023-01-30 20:36:49
user_041,P084,view,2023-01-30 20:39:22
user_041,P032,view,2023-01-30 20:47:02
user_041,P038,view,2023-01-30 20:54:46
